resume_text,category
"Name: Candidate 5023 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Firebase, Gradle, Material Design, Android Studio and passionate about building impactful solutions. Skills: Firebase, Gradle, Material Design, Android Studio, REST API, XML, MVVM Projects: - developed a chat application using Firebase - built a task manager Android app Experience: - Improved application performance and user experience through optimization. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Engineering in Information Technology",Android Development
"Name: Candidate 4242 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in Kubernetes, Linux, Prometheus, Ansible and passionate about building impactful solutions. Skills: Kubernetes, Linux, Prometheus, Ansible, AWS, Terraform, Monitoring Projects: - set up monitoring dashboards with Grafana - provisioned cloud infrastructure using Terraform Experience: - Participated in agile development and version control workflows. - Improved application performance and user experience through optimization. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 6781 Role: Web Developer Professional Summary: Motivated and detail-oriented Web Developer with hands-on experience in software projects and problem solving. Skilled in Tailwind CSS, MongoDB, Express.js, Bootstrap and passionate about building impactful solutions. Skills: Tailwind CSS, MongoDB, Express.js, Bootstrap, Next.js, CSS, REST API Projects: - created a portfolio website with animations - designed a REST API for user authentication Experience: - Tested, debugged, and deployed production-ready applications. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Engineering in Information Technology",Web Development
"Name: Candidate 8870 Role: Full Stack Developer Professional Summary: Motivated and detail-oriented Full Stack Developer with hands-on experience in software projects and problem solving. Skilled in Tailwind CSS, Express.js, Next.js, JavaScript and passionate about building impactful solutions. Skills: Tailwind CSS, Express.js, Next.js, JavaScript, Frontend Development, Git, REST API Projects: - integrated payment gateway into a web application - created a portfolio website with animations Experience: - Participated in agile development and version control workflows. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Technology in Computer Science",Web Development
"Name: Candidate 8899 Role: Java Developer Professional Summary: Motivated and detail-oriented Java Developer with hands-on experience in software projects and problem solving. Skilled in JUnit, Maven, Gradle, Hibernate and passionate about building impactful solutions. Skills: JUnit, Maven, Gradle, Hibernate, MySQL, Spring Boot, PostgreSQL Projects: - implemented authentication and authorization modules - built RESTful services using Spring Boot Experience: - Improved application performance and user experience through optimization. - Participated in agile development and version control workflows. Education: Master of Computer Applications",Java Developer
"Name: Candidate 7243 Role: Site Reliability Engineer Professional Summary: Motivated and detail-oriented Site Reliability Engineer with hands-on experience in software projects and problem solving. Skilled in Prometheus, Grafana, CI/CD, Ansible and passionate about building impactful solutions. Skills: Prometheus, Grafana, CI/CD, Ansible, Kubernetes, Terraform, Docker Projects: - managed Kubernetes clusters in production - set up monitoring dashboards with Grafana Experience: - Improved application performance and user experience through optimization. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 2551 Role: Web Developer Professional Summary: Motivated and detail-oriented Web Developer with hands-on experience in software projects and problem solving. Skilled in REST API, HTML, Tailwind CSS, Node.js and passionate about building impactful solutions. Skills: REST API, HTML, Tailwind CSS, Node.js, Git, JavaScript, Backend Development Projects: - designed a REST API for user authentication - integrated payment gateway into a web application Experience: - Tested, debugged, and deployed production-ready applications. - Improved application performance and user experience through optimization. Education: Diploma in Software Engineering",Web Development
"Name: Candidate 6558 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in Linux, Ansible, Grafana, GitHub Actions and passionate about building impactful solutions. Skills: Linux, Ansible, Grafana, GitHub Actions, Nginx, Prometheus, Shell Scripting Projects: - provisioned cloud infrastructure using Terraform - automated CI/CD pipelines for deployment Experience: - Improved application performance and user experience through optimization. - Participated in agile development and version control workflows. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 3069 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in Shell Scripting, Jenkins, Monitoring, Nginx and passionate about building impactful solutions. Skills: Shell Scripting, Jenkins, Monitoring, Nginx, Grafana, Prometheus, Linux Projects: - provisioned cloud infrastructure using Terraform - containerized applications using Docker Experience: - Improved application performance and user experience through optimization. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Science in Computer Science",DevOps
"Name: Candidate 5148 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in Usability Testing, Design Systems, Interaction Design, Photoshop and passionate about building impactful solutions. Skills: Usability Testing, Design Systems, Interaction Design, Photoshop, User Research, Adobe XD, Visual Design Projects: - built a scalable design system - redesigned website flows to improve user experience Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Master of Computer Applications",UI/UX Designer
"Name: Candidate 3051 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in Docker, Grafana, GitHub Actions, Ansible and passionate about building impactful solutions. Skills: Docker, Grafana, GitHub Actions, Ansible, CI/CD, Shell Scripting, Nginx Projects: - provisioned cloud infrastructure using Terraform - set up monitoring dashboards with Grafana Experience: - Built scalable solutions and maintained clean code practices. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Technology in Computer Science",DevOps
"Name: Candidate 2313 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in MVVM, REST API, Jetpack Compose, Material Design and passionate about building impactful solutions. Skills: MVVM, REST API, Jetpack Compose, Material Design, Firebase, Gradle, Retrofit Projects: - created a food delivery mobile app - built a task manager Android app Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Engineering in Information Technology",Android Development
"Name: Candidate 6952 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in Nginx, Grafana, Kubernetes, Terraform and passionate about building impactful solutions. Skills: Nginx, Grafana, Kubernetes, Terraform, Prometheus, Monitoring, Linux Projects: - containerized applications using Docker - managed Kubernetes clusters in production Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Participated in agile development and version control workflows. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 2059 Role: Java Developer Professional Summary: Motivated and detail-oriented Java Developer with hands-on experience in software projects and problem solving. Skilled in PostgreSQL, REST API, MySQL, JPA and passionate about building impactful solutions. Skills: PostgreSQL, REST API, MySQL, JPA, JUnit, Microservices, Spring Boot Projects: - built RESTful services using Spring Boot - implemented authentication and authorization modules Experience: - Participated in agile development and version control workflows. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",Java Developer
"Name: Candidate 5960 Role: UI Designer Professional Summary: Motivated and detail-oriented UI Designer with hands-on experience in software projects and problem solving. Skilled in Illustrator, Interaction Design, Wireframing, Figma and passionate about building impactful solutions. Skills: Illustrator, Interaction Design, Wireframing, Figma, User Research, Photoshop, Responsive Design Projects: - designed mobile app user interfaces - created wireframes and interactive prototypes Experience: - Improved application performance and user experience through optimization. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 3140 Role: UX Designer Professional Summary: Motivated and detail-oriented UX Designer with hands-on experience in software projects and problem solving. Skilled in Interaction Design, Usability Testing, Design Systems, Figma and passionate about building impactful solutions. Skills: Interaction Design, Usability Testing, Design Systems, Figma, User Research, Responsive Design, Photoshop Projects: - built a scalable design system - designed mobile app user interfaces Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Master of Computer Applications",UI/UX Designer
"Name: Candidate 1528 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in Jetpack Compose, Retrofit, MVVM, SQLite and passionate about building impactful solutions. Skills: Jetpack Compose, Retrofit, MVVM, SQLite, Android Studio, Room Database, XML Projects: - integrated REST APIs into Android applications - developed a chat application using Firebase Experience: - Improved application performance and user experience through optimization. - Improved application performance and user experience through optimization. Education: Bachelor of Engineering in Information Technology",Android Development
"Name: Candidate 9845 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Firebase, SQLite, Android Studio, XML and passionate about building impactful solutions. Skills: Firebase, SQLite, Android Studio, XML, Jetpack Compose, Java, REST API Projects: - created a food delivery mobile app - implemented offline storage with Room database Experience: - Participated in agile development and version control workflows. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Engineering in Information Technology",Android Development
"Name: Candidate 7155 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in Terraform, Linux, Monitoring, GitHub Actions and passionate about building impactful solutions. Skills: Terraform, Linux, Monitoring, GitHub Actions, Grafana, Nginx, Ansible Projects: - provisioned cloud infrastructure using Terraform - automated CI/CD pipelines for deployment Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",DevOps
"Name: Candidate 5543 Role: Full Stack Developer Professional Summary: Motivated and detail-oriented Full Stack Developer with hands-on experience in software projects and problem solving. Skilled in Bootstrap, REST API, JavaScript, Express.js and passionate about building impactful solutions. Skills: Bootstrap, REST API, JavaScript, Express.js, Node.js, Tailwind CSS, Next.js Projects: - integrated payment gateway into a web application - developed a responsive e-commerce website Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Engineering in Information Technology",Web Development
"Name: Candidate 3292 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in Design Systems, Interaction Design, User Research, Usability Testing and passionate about building impactful solutions. Skills: Design Systems, Interaction Design, User Research, Usability Testing, Visual Design, Photoshop, Prototyping Projects: - designed mobile app user interfaces - built a scalable design system Experience: - Built scalable solutions and maintained clean code practices. - Participated in agile development and version control workflows. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 1725 Role: Web Developer Professional Summary: Motivated and detail-oriented Web Developer with hands-on experience in software projects and problem solving. Skilled in REST API, HTML, Frontend Development, Express.js and passionate about building impactful solutions. Skills: REST API, HTML, Frontend Development, Express.js, Next.js, Bootstrap, CSS Projects: - developed a responsive e-commerce website - built a full stack blog platform Experience: - Improved application performance and user experience through optimization. - Tested, debugged, and deployed production-ready applications. Education: Master of Computer Applications",Web Development
"Name: Candidate 5806 Role: AI Engineer Professional Summary: Motivated and detail-oriented AI Engineer with hands-on experience in software projects and problem solving. Skilled in Pandas, Seaborn, Statistics, Matplotlib and passionate about building impactful solutions. Skills: Pandas, Seaborn, Statistics, Matplotlib, Computer Vision, PyTorch, NumPy Projects: - developed an NLP-based sentiment analysis system - built a customer churn prediction model Experience: - Participated in agile development and version control workflows. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",Data Science
"Name: Candidate 5336 Role: ML Engineer Professional Summary: Motivated and detail-oriented ML Engineer with hands-on experience in software projects and problem solving. Skilled in Data Analysis, Computer Vision, NumPy, Seaborn and passionate about building impactful solutions. Skills: Data Analysis, Computer Vision, NumPy, Seaborn, Statistics, NLP, Deep Learning Projects: - analyzed large datasets to generate business insights - built a customer churn prediction model Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",Data Science
"Name: Candidate 3166 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Retrofit, Material Design, Gradle, Java and passionate about building impactful solutions. Skills: Retrofit, Material Design, Gradle, Java, REST API, Firebase, MVVM Projects: - implemented offline storage with Room database - integrated REST APIs into Android applications Experience: - Built scalable solutions and maintained clean code practices. - Participated in agile development and version control workflows. Education: Master of Computer Applications",Android Development
"Name: Candidate 7797 Role: Backend Engineer Professional Summary: Motivated and detail-oriented Backend Engineer with hands-on experience in software projects and problem solving. Skilled in JPA, OOP, Java, Docker and passionate about building impactful solutions. Skills: JPA, OOP, Java, Docker, Gradle, Microservices, PostgreSQL Projects: - built RESTful services using Spring Boot - designed microservices for scalable systems Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Tested, debugged, and deployed production-ready applications. Education: Master of Computer Applications",Java Developer
"Name: Candidate 6296 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Firebase, XML, Retrofit, MVVM and passionate about building impactful solutions. Skills: Firebase, XML, Retrofit, MVVM, REST API, SQLite, Gradle Projects: - integrated REST APIs into Android applications - built a task manager Android app Experience: - Built scalable solutions and maintained clean code practices. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",Android Development
"Name: Candidate 1686 Role: AI Engineer Professional Summary: Motivated and detail-oriented AI Engineer with hands-on experience in software projects and problem solving. Skilled in Matplotlib, PyTorch, Statistics, NumPy and passionate about building impactful solutions. Skills: Matplotlib, PyTorch, Statistics, NumPy, Computer Vision, Pandas, NLP Projects: - built a customer churn prediction model - developed an NLP-based sentiment analysis system Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Improved application performance and user experience through optimization. Education: Bachelor of Engineering in Information Technology",Data Science
"Name: Candidate 9602 Role: Backend Engineer Professional Summary: Motivated and detail-oriented Backend Engineer with hands-on experience in software projects and problem solving. Skilled in Gradle, MySQL, JPA, Hibernate and passionate about building impactful solutions. Skills: Gradle, MySQL, JPA, Hibernate, Java, OOP, JUnit Projects: - optimized database queries for performance - developed enterprise backend applications Experience: - Built scalable solutions and maintained clean code practices. - Tested, debugged, and deployed production-ready applications. Education: Diploma in Software Engineering",Java Developer
"Name: Candidate 8187 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in Java, SQLite, Material Design, Android Studio and passionate about building impactful solutions. Skills: Java, SQLite, Material Design, Android Studio, Jetpack Compose, Kotlin, MVVM Projects: - integrated REST APIs into Android applications - developed a chat application using Firebase Experience: - Tested, debugged, and deployed production-ready applications. - Participated in agile development and version control workflows. Education: Master of Computer Applications",Android Development
"Name: Candidate 7181 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in Ansible, Grafana, Terraform, Shell Scripting and passionate about building impactful solutions. Skills: Ansible, Grafana, Terraform, Shell Scripting, Prometheus, Linux, AWS Projects: - provisioned cloud infrastructure using Terraform - automated CI/CD pipelines for deployment Experience: - Tested, debugged, and deployed production-ready applications. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 5648 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in Kotlin, Material Design, Retrofit, Room Database and passionate about building impactful solutions. Skills: Kotlin, Material Design, Retrofit, Room Database, Android Studio, Java, XML Projects: - built a task manager Android app - implemented offline storage with Room database Experience: - Improved application performance and user experience through optimization. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",Android Development
"Name: Candidate 2322 Role: Site Reliability Engineer Professional Summary: Motivated and detail-oriented Site Reliability Engineer with hands-on experience in software projects and problem solving. Skilled in AWS, Grafana, Ansible, Monitoring and passionate about building impactful solutions. Skills: AWS, Grafana, Ansible, Monitoring, Prometheus, Jenkins, Kubernetes Projects: - managed Kubernetes clusters in production - containerized applications using Docker Experience: - Built scalable solutions and maintained clean code practices. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 4613 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Gradle, Kotlin, MVVM, Retrofit and passionate about building impactful solutions. Skills: Gradle, Kotlin, MVVM, Retrofit, Android Studio, REST API, Room Database Projects: - built a task manager Android app - implemented offline storage with Room database Experience: - Tested, debugged, and deployed production-ready applications. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Science in Computer Science",Android Development
"Name: Candidate 5143 Role: Java Developer Professional Summary: Motivated and detail-oriented Java Developer with hands-on experience in software projects and problem solving. Skilled in Spring Boot, Git, Docker, OOP and passionate about building impactful solutions. Skills: Spring Boot, Git, Docker, OOP, REST API, Gradle, JUnit Projects: - optimized database queries for performance - built RESTful services using Spring Boot Experience: - Improved application performance and user experience through optimization. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Science in Computer Science",Java Developer
"Name: Candidate 2198 Role: Backend Developer Professional Summary: Motivated and detail-oriented Backend Developer with hands-on experience in software projects and problem solving. Skilled in JavaScript, Next.js, React, Bootstrap and passionate about building impactful solutions. Skills: JavaScript, Next.js, React, Bootstrap, Node.js, Frontend Development, CSS Projects: - built a full stack blog platform - developed a responsive e-commerce website Experience: - Built scalable solutions and maintained clean code practices. - Tested, debugged, and deployed production-ready applications. Education: Diploma in Software Engineering",Web Development
"Name: Candidate 9748 Role: Web Developer Professional Summary: Motivated and detail-oriented Web Developer with hands-on experience in software projects and problem solving. Skilled in React, JavaScript, Frontend Development, Git and passionate about building impactful solutions. Skills: React, JavaScript, Frontend Development, Git, Backend Development, MySQL, HTML Projects: - built a full stack blog platform - designed a REST API for user authentication Experience: - Improved application performance and user experience through optimization. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Science in Computer Science",Web Development
"Name: Candidate 1488 Role: Data Scientist Professional Summary: Motivated and detail-oriented Data Scientist with hands-on experience in software projects and problem solving. Skilled in Python, Matplotlib, Machine Learning, Scikit-learn and passionate about building impactful solutions. Skills: Python, Matplotlib, Machine Learning, Scikit-learn, NLP, NumPy, Pandas Projects: - analyzed large datasets to generate business insights - built a customer churn prediction model Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Diploma in Software Engineering",Data Science
"Name: Candidate 3406 Role: Backend Developer Professional Summary: Motivated and detail-oriented Backend Developer with hands-on experience in software projects and problem solving. Skilled in Bootstrap, JavaScript, Tailwind CSS, MongoDB and passionate about building impactful solutions. Skills: Bootstrap, JavaScript, Tailwind CSS, MongoDB, HTML, React, Frontend Development Projects: - built a full stack blog platform - integrated payment gateway into a web application Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Engineering in Information Technology",Web Development
"Name: Candidate 6169 Role: UI Designer Professional Summary: Motivated and detail-oriented UI Designer with hands-on experience in software projects and problem solving. Skilled in Figma, Design Systems, Adobe XD, Photoshop and passionate about building impactful solutions. Skills: Figma, Design Systems, Adobe XD, Photoshop, Visual Design, Responsive Design, Interaction Design Projects: - created wireframes and interactive prototypes - redesigned website flows to improve user experience Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Participated in agile development and version control workflows. Education: Master of Computer Applications",UI/UX Designer
"Name: Candidate 6640 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Room Database, Retrofit, REST API, MVVM and passionate about building impactful solutions. Skills: Room Database, Retrofit, REST API, MVVM, XML, Jetpack Compose, SQLite Projects: - created a food delivery mobile app - implemented offline storage with Room database Experience: - Participated in agile development and version control workflows. - Built scalable solutions and maintained clean code practices. Education: Diploma in Software Engineering",Android Development
"Name: Candidate 6618 Role: Java Developer Professional Summary: Motivated and detail-oriented Java Developer with hands-on experience in software projects and problem solving. Skilled in OOP, JUnit, Gradle, Spring Boot and passionate about building impactful solutions. Skills: OOP, JUnit, Gradle, Spring Boot, Java, JPA, Maven Projects: - implemented authentication and authorization modules - developed enterprise backend applications Experience: - Tested, debugged, and deployed production-ready applications. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Technology in Computer Science",Java Developer
"Name: Candidate 9625 Role: Java Developer Professional Summary: Motivated and detail-oriented Java Developer with hands-on experience in software projects and problem solving. Skilled in Docker, Git, JPA, MySQL and passionate about building impactful solutions. Skills: Docker, Git, JPA, MySQL, Java, Spring Boot, REST API Projects: - built RESTful services using Spring Boot - implemented authentication and authorization modules Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",Java Developer
"Name: Candidate 1187 Role: ML Engineer Professional Summary: Motivated and detail-oriented ML Engineer with hands-on experience in software projects and problem solving. Skilled in PyTorch, Deep Learning, Scikit-learn, Python and passionate about building impactful solutions. Skills: PyTorch, Deep Learning, Scikit-learn, Python, Machine Learning, TensorFlow, Seaborn Projects: - trained an image classification model - developed an NLP-based sentiment analysis system Experience: - Participated in agile development and version control workflows. - Tested, debugged, and deployed production-ready applications. Education: Master of Computer Applications",Data Science
"Name: Candidate 1902 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Room Database, MVVM, Kotlin, Retrofit and passionate about building impactful solutions. Skills: Room Database, MVVM, Kotlin, Retrofit, Java, XML, Firebase Projects: - created a food delivery mobile app - developed a chat application using Firebase Experience: - Improved application performance and user experience through optimization. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",Android Development
"Name: Candidate 8361 Role: Data Analyst Professional Summary: Motivated and detail-oriented Data Analyst with hands-on experience in software projects and problem solving. Skilled in Python, Statistics, PyTorch, Deep Learning and passionate about building impactful solutions. Skills: Python, Statistics, PyTorch, Deep Learning, SQL, Pandas, NLP Projects: - built a customer churn prediction model - developed an NLP-based sentiment analysis system Experience: - Improved application performance and user experience through optimization. - Participated in agile development and version control workflows. Education: Bachelor of Technology in Computer Science",Data Science
"Name: Candidate 4955 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in Nginx, Shell Scripting, Docker, Jenkins and passionate about building impactful solutions. Skills: Nginx, Shell Scripting, Docker, Jenkins, Kubernetes, Monitoring, Grafana Projects: - set up monitoring dashboards with Grafana - managed Kubernetes clusters in production Experience: - Built scalable solutions and maintained clean code practices. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 3072 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in REST API, Jetpack Compose, Firebase, Android Studio and passionate about building impactful solutions. Skills: REST API, Jetpack Compose, Firebase, Android Studio, Retrofit, Gradle, Kotlin Projects: - developed a chat application using Firebase - built a task manager Android app Experience: - Participated in agile development and version control workflows. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Technology in Computer Science",Android Development
"Name: Candidate 4559 Role: AI Engineer Professional Summary: Motivated and detail-oriented AI Engineer with hands-on experience in software projects and problem solving. Skilled in Data Analysis, Matplotlib, NLP, NumPy and passionate about building impactful solutions. Skills: Data Analysis, Matplotlib, NLP, NumPy, TensorFlow, Pandas, PyTorch Projects: - analyzed large datasets to generate business insights - trained an image classification model Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Participated in agile development and version control workflows. Education: Master of Computer Applications",Data Science
"Name: Candidate 5525 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in Design Systems, Adobe XD, Visual Design, Interaction Design and passionate about building impactful solutions. Skills: Design Systems, Adobe XD, Visual Design, Interaction Design, Responsive Design, User Research, Illustrator Projects: - conducted user research and usability testing - designed mobile app user interfaces Experience: - Built scalable solutions and maintained clean code practices. - Improved application performance and user experience through optimization. Education: Bachelor of Science in Computer Science",UI/UX Designer
"Name: Candidate 3541 Role: Data Scientist Professional Summary: Motivated and detail-oriented Data Scientist with hands-on experience in software projects and problem solving. Skilled in Machine Learning, PyTorch, Statistics, Matplotlib and passionate about building impactful solutions. Skills: Machine Learning, PyTorch, Statistics, Matplotlib, SQL, TensorFlow, Seaborn Projects: - trained an image classification model - created a sales forecasting dashboard Experience: - Built scalable solutions and maintained clean code practices. - Participated in agile development and version control workflows. Education: Bachelor of Engineering in Information Technology",Data Science
"Name: Candidate 6639 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in User Research, Wireframing, Responsive Design, Figma and passionate about building impactful solutions. Skills: User Research, Wireframing, Responsive Design, Figma, Illustrator, Photoshop, Design Systems Projects: - redesigned website flows to improve user experience - built a scalable design system Experience: - Tested, debugged, and deployed production-ready applications. - Improved application performance and user experience through optimization. Education: Bachelor of Science in Computer Science",UI/UX Designer
"Name: Candidate 5615 Role: Site Reliability Engineer Professional Summary: Motivated and detail-oriented Site Reliability Engineer with hands-on experience in software projects and problem solving. Skilled in Nginx, Monitoring, Kubernetes, Jenkins and passionate about building impactful solutions. Skills: Nginx, Monitoring, Kubernetes, Jenkins, Docker, Linux, AWS Projects: - containerized applications using Docker - set up monitoring dashboards with Grafana Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Science in Computer Science",DevOps
"Name: Candidate 9872 Role: Backend Developer Professional Summary: Motivated and detail-oriented Backend Developer with hands-on experience in software projects and problem solving. Skilled in MySQL, Express.js, Bootstrap, Next.js and passionate about building impactful solutions. Skills: MySQL, Express.js, Bootstrap, Next.js, React, REST API, Tailwind CSS Projects: - built a full stack blog platform - developed a responsive e-commerce website Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Improved application performance and user experience through optimization. Education: Bachelor of Science in Computer Science",Web Development
"Name: Candidate 9494 Role: AI Engineer Professional Summary: Motivated and detail-oriented AI Engineer with hands-on experience in software projects and problem solving. Skilled in Pandas, Deep Learning, Machine Learning, NLP and passionate about building impactful solutions. Skills: Pandas, Deep Learning, Machine Learning, NLP, Computer Vision, TensorFlow, SQL Projects: - built a customer churn prediction model - trained an image classification model Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Improved application performance and user experience through optimization. Education: Bachelor of Science in Computer Science",Data Science
"Name: Candidate 1266 Role: Data Scientist Professional Summary: Motivated and detail-oriented Data Scientist with hands-on experience in software projects and problem solving. Skilled in SQL, Computer Vision, NLP, Seaborn and passionate about building impactful solutions. Skills: SQL, Computer Vision, NLP, Seaborn, Matplotlib, Python, TensorFlow Projects: - trained an image classification model - built a customer churn prediction model Experience: - Participated in agile development and version control workflows. - Participated in agile development and version control workflows. Education: Bachelor of Science in Computer Science",Data Science
"Name: Candidate 2166 Role: Web Developer Professional Summary: Motivated and detail-oriented Web Developer with hands-on experience in software projects and problem solving. Skilled in Frontend Development, Express.js, Backend Development, Node.js and passionate about building impactful solutions. Skills: Frontend Development, Express.js, Backend Development, Node.js, Bootstrap, Git, MySQL Projects: - developed a responsive e-commerce website - designed a REST API for user authentication Experience: - Tested, debugged, and deployed production-ready applications. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Technology in Computer Science",Web Development
"Name: Candidate 1351 Role: UI Designer Professional Summary: Motivated and detail-oriented UI Designer with hands-on experience in software projects and problem solving. Skilled in Usability Testing, Design Systems, Interaction Design, Prototyping and passionate about building impactful solutions. Skills: Usability Testing, Design Systems, Interaction Design, Prototyping, Wireframing, Illustrator, Visual Design Projects: - conducted user research and usability testing - designed mobile app user interfaces Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 3845 Role: Backend Developer Professional Summary: Motivated and detail-oriented Backend Developer with hands-on experience in software projects and problem solving. Skilled in MySQL, HTML, REST API, Git and passionate about building impactful solutions. Skills: MySQL, HTML, REST API, Git, Backend Development, Frontend Development, MongoDB Projects: - integrated payment gateway into a web application - designed a REST API for user authentication Experience: - Improved application performance and user experience through optimization. - Tested, debugged, and deployed production-ready applications. Education: Diploma in Software Engineering",Web Development
